National Database Number,Common Name,Genus,Species,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Actual/Estimate,Longitude,Longitude Actual/Estimate,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,Gear Collection Flag,Other Findings upon Level Y/N,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Sunk Flag,Carcass Frozen for Later Exam,Carcass Landfill Flag,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy
SE-2019-1214836,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,"near Ono Harbor in Bayou St. John being pushed by its pod, reported by tour captain",30.299783,estimate,-87.508127,estimate,N,CBD,C,C,C,,,N,CBD,7/2/2019,2019,JUL,2,Floating,Fresh Dead,7/3/2019,2019,JUL,3,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,SUBADULT,180,cm,estimate,61.8,kg,actual,Y,N,N,Y,N,N,N,N,Y,complete,fresh,7/4/2019
SE-2019-1216025,"Dolphin, bottlenose",Tursiops,truncatus,SE,Cameron,Cameron,LA,Gulf of Mexico,Floating near boat launch for Chenier Energy,29.7427,estimate,-93.8728,estimate,,CBD,C,C,C,N,,N,CBD,8/21/2019,2019,AUG,21,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,0,cm,notMeasured,,,,Y,,,,,,,,N,,,
SE-2019-1211491,"Dolphin, bottlenose",Tursiops,truncatus,SE,Port Charlotte,Charlotte,FL,Gulf of Mexico,FWC fisheries monitoring group located skeletal remains. Remains were not given to FWC-SWFL until the 25 of April,26.8608,actual,-82.15878,actual,,CBD,C,C,C,N,,N,CBD,4/18/2019,2019,APR,18,Beach or Land,Mummified/Skeletal,4/25/2019,2019,APR,25,Mummified/Skeletal,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,230,cm,estimate,,,,Y,,,,,,,Y,N,,,
SE-2019-1211491,"Dolphin, bottlenose",Tursiops,truncatus,SE,Port Charlotte,Charlotte,FL,Gulf of Mexico,FWC fisheries monitoring group located skeletal remains. Remains were not given to FWC-SWFL until the 25 of April,26.8608,actual,-82.15878,actual,,CBD,C,C,C,N,,N,CBD,4/18/2019,2019,APR,18,Beach or Land,Mummified/Skeletal,4/25/2019,2019,APR,25,Mummified/Skeletal,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,230,cm,estimate,,,,Y,,,,,,,Y,N,,,
SE-2019-1215255,"Dolphin, bottlenose",Tursiops,truncatus,SE,Holly Beach,Cameron,LA,Gulf of Mexico,~0.6 miles West of Seaward Ave. on Little Florida Beach,29.75492,actual,-93.61913,actual,,CBD,C,C,C,,,N,CBD,5/20/2019,2019,MAY,20,Beach or Land,Advanced Decomposition,5/20/2019,2019,MAY,20,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,,Y,Y,,,,,,,N,,,
SE-2019-1209136,"Dolphin, bottlenose",Tursiops,truncatus,SE,Grand Chenier,Cameron,LA,Gulf of Mexico,Beach of Rockefeller Wildlife Refuge,29.66954583,estimate,-92.8507388,estimate,,N,N,N,N,N,,N,N,3/10/2019,2019,MAR,10,Beach or Land,Alive,3/10/2019,2019,MAR,10,Alive,,,,,,,,,,,Y,,,,,FEMALE,PUP/CALF,107.7,cm,actual,15.22,kg,actual,Y,,,,,,,,Y,complete,fresh,3/11/2019
SE-2018-1208482,"Dolphin, bottlenose",Tursiops,truncatus,SE,Sanibel,Lee,FL,Gulf of Mexico,Beached approximately 270 m SW of 1314 Seaspray Lane.,26.450753,estimate,-82.145172,estimate,,CBD,C,N,C,N,,N,CBD,11/15/2018,2018,NOV,15,Beach or Land,Moderate Decomposition,11/15/2018,2018,NOV,15,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,226,cm,actual,163.5,kg,actual,Y,,,,,,,Y,Y,complete,fresh,11/15/2018
SE-2018-1208482,"Dolphin, bottlenose",Tursiops,truncatus,SE,Sanibel,Lee,FL,Gulf of Mexico,Beached approximately 270 m SW of 1314 Seaspray Lane.,26.450753,estimate,-82.145172,estimate,,CBD,C,N,C,N,,N,CBD,11/15/2018,2018,NOV,15,Beach or Land,Moderate Decomposition,11/15/2018,2018,NOV,15,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,226,cm,actual,163.5,kg,actual,Y,,,,,,,Y,Y,complete,fresh,11/15/2018
SE-2018-1204616,"Dolphin, bottlenose",Tursiops,truncatus,SE,Placida,Charlotte,FL,Gulf of Mexico,"Don Pedro Island, approximately 740 m SSE of 540 S Gulf Blvd.",26.849689,estimate,-82.306519,estimate,,CBD,C,C,C,N,,N,CBD,8/25/2018,2018,AUG,25,Beach or Land,Moderate Decomposition,8/25/2018,2018,AUG,25,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,232,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/25/2018
SE-2018-1204616,"Dolphin, bottlenose",Tursiops,truncatus,SE,Placida,Charlotte,FL,Gulf of Mexico,"Don Pedro Island, approximately 740 m SSE of 540 S Gulf Blvd.",26.849689,estimate,-82.306519,estimate,,CBD,C,C,C,N,,N,CBD,8/25/2018,2018,AUG,25,Beach or Land,Moderate Decomposition,8/25/2018,2018,AUG,25,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,232,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/25/2018
SE-2018-1204897,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,3881 Casey Key Rd,27.176117,actual,-82.498,actual,,CBD,N,N,C,N,too decomposed to determine fisheries interaction,N,CBD,8/8/2018,2018,AUG,8,Beach or Land,Moderate Decomposition,8/9/2018,2018,AUG,9,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,233,cm,actual,138,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/10/2018
SE-2018-1204897,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,3881 Casey Key Rd,27.176117,actual,-82.498,actual,,CBD,N,N,C,N,too decomposed to determine fisheries interaction,N,CBD,8/8/2018,2018,AUG,8,Beach or Land,Moderate Decomposition,8/9/2018,2018,AUG,9,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,233,cm,actual,138,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/10/2018
SE-2019-1212895,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pass Christian,Harrison,MS,Gulf of Mexico,~247ft south of intersection of W Scenic Dr and W Beach Bvl,30.31208,actual,-89.25124,actual,N,CBD,C,C,C,N,,N,Y,5/20/2019,2019,MAY,20,Beach or Land,Moderate Decomposition,5/20/2019,2019,MAY,20,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,ADULT,253.5,cm,actual,155,kg,estimate,Y,N,N,N,N,N,N,N,Y,limited,fresh,5/20/2019
SE-2019-1210877,"Dolphin, bottlenose",Tursiops,truncatus,SE,Bay Saint Louis,Hancock,MS,Gulf of Mexico,~700 ft east of Bay Oaks Dr,30.29468,actual,-89.3418,actual,,CBD,C,C,C,N,,N,Y,5/6/2019,2019,MAY,6,Beach or Land,Moderate Decomposition,5/6/2019,2019,MAY,6,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,SUBADULT,158,cm,actual,75,kg,estimate,Y,,,,,,,Y,Y,limited,fresh,5/6/2019
SE-2019-1212888,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~0.25mi west of Cat Island heading northeast,30.233422,actual,-89.148797,actual,N,CBD,C,C,C,N,,N,Y,5/26/2019,2019,MAY,26,Floating,Moderate Decomposition,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,,220,cm,estimate,,,notMeasured,Y,N,N,N,N,N,N,N,N,,,
SE-2018-1204614,"Dolphin, bottlenose",Tursiops,truncatus,SE,englewood,Charlotte,FL,Gulf of Mexico,Approximately 722m NW of 6000 Rum Cove Drive,26.89967,actual,-82.34487,actual,,CBD,C,C,C,N,,N,CBD,8/24/2018,2018,AUG,24,Beach or Land,Moderate Decomposition,8/24/2018,2018,AUG,24,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,269,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/24/2018
SE-2018-1204614,"Dolphin, bottlenose",Tursiops,truncatus,SE,englewood,Charlotte,FL,Gulf of Mexico,Approximately 722m NW of 6000 Rum Cove Drive,26.89967,actual,-82.34487,actual,,CBD,C,C,C,N,,N,CBD,8/24/2018,2018,AUG,24,Beach or Land,Moderate Decomposition,8/24/2018,2018,AUG,24,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,269,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/24/2018
SE-2019-1209686,"Dolphin, bottlenose",Tursiops,truncatus,SE,Grand Isle,Jefferson,LA,Gulf of Mexico,Caminada Pass near bridge/fishing pier at Bridgeside Marina drifting into Barataria Bay,29.206672,estimate,-90.04071389,estimate,,CBD,C,C,C,,,N,CBD,3/29/2019,2019,MAR,29,Floating,Condition Unknown,,,,,,,,,,,,,,,,,,,,,UNKNOWN,ADULT,213,cm,estimate,,,,N,Y,,,,,,,N,,,
SE-2019-1217170,"Dolphin, bottlenose",Tursiops,truncatus,SE,GRAND ISLE,Jefferson,LA,Gulf of Mexico,ELMER'S ISLAND,29.181,actual,-90.064,actual,,CBD,,,,,,N,CBD,5/7/2019,2019,MAY,7,Beach or Land,Advanced Decomposition,5/7/2019,2019,MAY,7,Advanced Decomposition,,,,,,,,,,,,,,,,UNKNOWN,ADULT,229,cm,actual,,,notMeasured,Y,Y,,,,,,,N,,,
SE-2019-1217248,"Dolphin, bottlenose",Tursiops,truncatus,SE,LEEVILLE,La Fourche,LA,Gulf of Mexico,MARSH OFF SW CANAL IN LEEVILLE,29.27585,actual,-90.134017,actual,,CBD,,,,,,N,CBD,9/1/2019,2019,SEP,1,Floating,Moderate Decomposition,9/9/2019,2019,SEP,9,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,,,notMeasured,,,notMeasured,Y,Y,,,,,,,N,,,
SE-2018-1206948,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,"Approx. 6.6km offshore of 1060 Gulf Blvd, Clearwater, FL 33767 Estimated from complainant",27.961605,estimate,-82.896543,estimate,,Y,,,Y,Y,disentangled by public from a commerical stone crab pot,N,CBD,11/17/2018,2018,NOV,17,Swimming,Alive,,,,,,,Y,,Y,,,,,,,,,,,Y,UNKNOWN,,110,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2018-1206948,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,"Approx. 6.6km offshore of 1060 Gulf Blvd, Clearwater, FL 33767 Estimated from complainant",27.961605,estimate,-82.896543,estimate,,Y,,,Y,Y,disentangled by public from a commerical stone crab pot,N,CBD,11/17/2018,2018,NOV,17,Swimming,Alive,,,,,,,Y,,Y,,,,,,,,,,,Y,UNKNOWN,,110,cm,estimate,,,,Y,,,,,,,,N,,,
SE-2018-1205580,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,2501 Casey Key Rd.,27.158522,actual,-82.486481,actual,,CBD,N,N,C,N,Too decomposed to determine positive/negative fisheries interaction,N,CBD,9/16/2018,2018,SEP,16,Beach or Land,Advanced Decomposition,9/16/2018,2018,SEP,16,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,220,cm,estimate,,,,Y,,,,,,,Y,Y,limited,fresh,9/19/2018
SE-2018-1205580,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,2501 Casey Key Rd.,27.158522,actual,-82.486481,actual,,CBD,N,N,C,N,Too decomposed to determine positive/negative fisheries interaction,N,CBD,9/16/2018,2018,SEP,16,Beach or Land,Advanced Decomposition,9/16/2018,2018,SEP,16,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,UNKNOWN,220,cm,estimate,,,,Y,,,,,,,Y,Y,limited,fresh,9/19/2018
SE-2018-1204176,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,along the seawall of 423 Paula Drive,28.05,estimate,-82.7852,estimate,,CBD,N,N,C,N,,N,Y,7/17/2018,2018,JUL,17,Floating,Moderate Decomposition,7/18/2018,2018,JUL,18,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,250,cm,actual,168,kg,estimate,Y,,,,,,,Y,Y,complete,fresh,7/18/2018
SE-2018-1204176,"Dolphin, bottlenose",Tursiops,truncatus,SE,Dunedin,Pinellas,FL,Gulf of Mexico,along the seawall of 423 Paula Drive,28.05,estimate,-82.7852,estimate,,CBD,N,N,C,N,,N,Y,7/17/2018,2018,JUL,17,Floating,Moderate Decomposition,7/18/2018,2018,JUL,18,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,250,cm,actual,168,kg,estimate,Y,,,,,,,Y,Y,complete,fresh,7/18/2018
SE-2019-1210649,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~400 yards out on seawall behind the Island View Casino,30.358762,actual,-89.098893,actual,N,CBD,C,C,C,N,,N,CBD,4/1/2019,2019,APR,1,Beach or Land,Moderate Decomposition,4/1/2019,2019,APR,1,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,UNKNOWN,PUP/CALF,110,cm,actual,8.6,kg,estimate,Y,N,N,N,N,N,Y,Y,Y,limited,frozen,4/9/2019
SE-2019-1219442,"Dolphin, bottlenose",Tursiops,truncatus,SE,Grand Isle,Jefferson,LA,Gulf of Mexico,Grand Isle Beach across from Humble Rd,29.24353,actual,-89.970675,actual,,Y,C,Y,C,N,,Y,Y,11/23/2019,2019,NOV,23,Beach or Land,Fresh Dead,11/24/2019,2019,NOV,24,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,262,cm,actual,,,,Y,,,,,,,,Y,complete,fresh,11/25/2019
SE-2018-1204609,"Dolphin, bottlenose",Tursiops,truncatus,SE,Boca Grande,Charlotte,FL,Gulf of Mexico,"Gasparilla Pass, floating approximately 170 m NW of 16180 Sunset Pines Circle.",26.811364,estimate,-82.282257,estimate,,Y,C,C,C,Y,"Suspected wrap, healed, scar found around the mandible, undetermined if FI",N,CBD,8/20/2018,2018,AUG,20,Floating,Moderate Decomposition,8/20/2018,2018,AUG,20,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,241,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/21/2018
SE-2018-1204609,"Dolphin, bottlenose",Tursiops,truncatus,SE,Boca Grande,Charlotte,FL,Gulf of Mexico,"Gasparilla Pass, floating approximately 170 m NW of 16180 Sunset Pines Circle.",26.811364,estimate,-82.282257,estimate,,Y,C,C,C,Y,"Suspected wrap, healed, scar found around the mandible, undetermined if FI",N,CBD,8/20/2018,2018,AUG,20,Floating,Moderate Decomposition,8/20/2018,2018,AUG,20,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,241,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/21/2018
SE-2018-1205887,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater Beach,Pinellas,FL,Gulf of Mexico,The carcass was floating behind 835 Bay Esplanade on north Clearwater Beach. The complainant removed the carcass from the water and placed it onto the dock behind her home.,27.995263,estimate,-82.82317,estimate,,CBD,N,N,N,N,linear lacerations suspected caused by complainant lifting carcass onto sea wall.,N,Y,9/27/2018,2018,SEP,27,Floating,Moderate Decomposition,9/27/2018,2018,SEP,27,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,98,cm,actual,9.5,kg,actual,Y,,,,,,,Y,Y,complete,fresh,9/27/2018
SE-2018-1205887,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater Beach,Pinellas,FL,Gulf of Mexico,The carcass was floating behind 835 Bay Esplanade on north Clearwater Beach. The complainant removed the carcass from the water and placed it onto the dock behind her home.,27.995263,estimate,-82.82317,estimate,,CBD,N,N,N,N,linear lacerations suspected caused by complainant lifting carcass onto sea wall.,N,Y,9/27/2018,2018,SEP,27,Floating,Moderate Decomposition,9/27/2018,2018,SEP,27,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,98,cm,actual,9.5,kg,actual,Y,,,,,,,Y,Y,complete,fresh,9/27/2018
SE-2019-1210132,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pensacola,Escambia,FL,Gulf of Mexico,East end of Tarpon Drive on Inneraity Point on the Bellville Bay,30.3113025,actual,-87.4768872,actual,,Y,,,C,Y,Rope entanglement marks with mutilation,N,CBD,4/20/2019,2019,APR,20,Beach or Land,Moderate Decomposition,4/20/2019,2019,APR,20,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,196,cm,actual,0,,notMeasured,Y,Y,,,,,,,N,,,
SE-2018-1204606,"Dolphin, bottlenose",Tursiops,truncatus,SE,Sanibel,Lee,FL,Gulf of Mexico,Beached approximately 85 m SW of the Sanibel Lighthouse located at 112 Periwinkle Way.,26.452167,estimate,-82.014147,estimate,,CBD,C,C,C,N,,N,CBD,8/16/2018,2018,AUG,16,Beach or Land,Moderate Decomposition,8/16/2018,2018,AUG,16,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,114,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/16/2018
SE-2018-1204606,"Dolphin, bottlenose",Tursiops,truncatus,SE,Sanibel,Lee,FL,Gulf of Mexico,Beached approximately 85 m SW of the Sanibel Lighthouse located at 112 Periwinkle Way.,26.452167,estimate,-82.014147,estimate,,CBD,C,C,C,N,,N,CBD,8/16/2018,2018,AUG,16,Beach or Land,Moderate Decomposition,8/16/2018,2018,AUG,16,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,,114,cm,actual,,,,Y,,,,,,,Y,Y,complete,fresh,8/16/2018
SE-2019-1210787,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,Beached approximately 70 m W of 1176 Mandalay Point.,28.00963,actual,-82.82819,actual,N,CBD,C,C,C,N,,N,CBD,4/9/2019,2019,APR,9,Beach or Land,Moderate Decomposition,4/9/2019,2019,APR,9,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,,82,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,4/16/2019
SE-2019-1210787,"Dolphin, bottlenose",Tursiops,truncatus,SE,Clearwater,Pinellas,FL,Gulf of Mexico,Beached approximately 70 m W of 1176 Mandalay Point.,28.00963,actual,-82.82819,actual,N,CBD,C,C,C,N,,N,CBD,4/9/2019,2019,APR,9,Beach or Land,Moderate Decomposition,4/9/2019,2019,APR,9,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,FEMALE,,82,cm,actual,,,,Y,N,N,Y,N,N,N,N,Y,limited,fresh,4/16/2019
SE-2019-1217289,"Dolphin, bottlenose",Tursiops,truncatus,SE,St. Petersburg,Pinellas,FL,Gulf of Mexico,Swimming approximately 160 m ENE of 478 77th Ave N.,27.8429,estimate,-82.639,estimate,N,Y,C,C,C,Y,Harassment including food provision (bread) and playing dolphin sounds loudly over speakers.,N,CBD,9/15/2019,2019,SEP,15,Swimming,Alive,,,,,,N,N,N,,N,N,N,N,Y,N,N,N,N,N,N,FEMALE,,225,cm,estimate,,,,Y,N,N,N,N,N,N,N,N,,,
SE-2019-1211029,"Dolphin, bottlenose",Tursiops,truncatus,SE,Golden Meadow,La Fourche,LA,Gulf of Mexico,NE of Catfish Lake,29.401316,estimate,-90.301593,estimate,,CBD,,,,,,,,5/15/2019,2019,MAY,15,Swimming,Alive,5/15/2019,2019,MAY,15,Alive,Y,,,,,,,,Y,,,,,,,UNKNOWN,UNKNOWN,,,notMeasured,,,notMeasured,N,,,,,,,,N,,,
SE-2019-1213451,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pass Christian,Harrison,MS,Gulf of Mexico,~3 mi South of Pass Christian Yacht Club,30.274117,actual,-89.215283,actual,,CBD,C,C,C,N,,N,CBD,6/27/2019,2019,JUN,27,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,0,cm,notMeasured,,,,Y,,,,,,,,N,,,
SE-2019-1209676,"Dolphin, bottlenose",Tursiops,truncatus,SE,Port Saint Joe,Gulf,FL,Gulf of Mexico,"Gulfside of St. Joseph State Park, past the hurricane-created pass.",29.790904,actual,-85.411499,actual,N,CBD,C,C,C,,,N,CBD,3/21/2019,2019,MAR,21,Beach or Land,Fresh Dead,3/28/2019,2019,MAR,28,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,245,cm,actual,0,kg,notMeasured,Y,Y,N,N,N,N,N,N,N,,,
SE-2019-1212519,"Dolphin, bottlenose",Tursiops,truncatus,SE,Hopedale,St. Bernard,LA,Gulf of Mexico,"Two Trees Lake, in the Shallow Pass",29.7214,actual,-89.48373,actual,,CBD,C,C,C,,,N,CBD,6/19/2019,2019,JUN,19,Floating,Moderate Decomposition,6/20/2019,2019,JUN,20,Advanced Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,239.6,cm,actual,,,,Y,,,,Y,,,,N,,,
SE-2019-1208471,"Dolphin, bottlenose",Tursiops,truncatus,SE,Pass Christian,Harrison,MS,Gulf of Mexico,~90 yds West of Sandy Hook Dr. & Magnolia St. intersection,30.32812,actual,-89.29169,actual,,CBD,C,C,C,N,,N,CBD,2/14/2019,2019,FEB,14,Beach or Land,Moderate Decomposition,2/14/2019,2019,FEB,14,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,PUP/CALF,88.5,cm,actual,6.5,kg,actual,Y,,,,,,,Y,Y,limited,frozen,4/11/2019
SE-2019-1209331,"Dolphin, bottlenose",Tursiops,truncatus,SE,Orange Beach,Baldwin,AL,Gulf of Mexico,arnica bay area,30.310124,estimate,-87.521967,estimate,,CBD,C,C,C,N,,N,CBD,2/26/2019,2019,FEB,26,Floating,Fresh Dead,2/26/2019,2019,FEB,26,Fresh Dead,,,,,,,,,,,,,,,,MALE,SUBADULT,190,cm,actual,183,kg,actual,Y,,,Y,,,,,Y,complete,frozen,7/8/2019
SE-2018-1204896,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,540 N Casey Key Rd,27.18763,actual,-82.5022,actual,,CBD,N,N,C,N,too decomposed to definitively rule out fisheries interaction,N,CBD,8/8/2018,2018,AUG,8,Beach or Land,Moderate Decomposition,8/8/2018,2018,AUG,8,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,237,cm,actual,137,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/9/2018
SE-2018-1204896,"Dolphin, bottlenose",Tursiops,truncatus,SE,Nokomis,Sarasota,FL,Gulf of Mexico,540 N Casey Key Rd,27.18763,actual,-82.5022,actual,,CBD,N,N,C,N,too decomposed to definitively rule out fisheries interaction,N,CBD,8/8/2018,2018,AUG,8,Beach or Land,Moderate Decomposition,8/8/2018,2018,AUG,8,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,237,cm,actual,137,kg,actual,Y,,,,,,,Y,Y,limited,fresh,8/9/2018
SE-2019-1212914,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,~94 m SE of intersection of Markham Dr and Hwy 90,30.3797,actual,-89.03309,actual,,CBD,C,C,C,,,N,Y,6/1/2019,2019,JUN,1,Beach or Land,Moderate Decomposition,6/1/2019,2019,JUN,1,Moderate Decomposition,,,,,,,,,,,,,,,,FEMALE,ADULT,265,cm,actual,250,kg,estimate,Y,,,,,,,Y,Y,limited,fresh,6/1/2019
SE-2019-1209257,"Dolphin, bottlenose",Tursiops,truncatus,SE,Grand Chenier,Cameron,LA,Gulf of Mexico,Beach at Rockefeller Wildlife Refuge,29.6705833,actual,-92.85375,actual,,CBD,C,C,C,,,N,CBD,2/18/2019,2019,FEB,18,Beach or Land,Advanced Decomposition,2/18/2019,2019,FEB,18,Advanced Decomposition,,,,,,,,,,,,,,,,MALE,YEARLING,152.4,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1218276,"Dolphin, bottlenose",Tursiops,truncatus,SE,Fairhope,Baldwin,AL,Gulf of Mexico,behind 861 Sea Cliff drive,30.545278,estimate,-87.902738,estimate,N,CBD,C,C,C,N,,N,CBD,10/4/2019,2019,OCT,4,Beach or Land,Moderate Decomposition,10/4/2019,2019,OCT,4,Moderate Decomposition,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,MALE,ADULT,252,cm,actual,,,,Y,Y,N,N,N,N,N,N,N,,,
SE-2019-1212905,"Dolphin, bottlenose",Tursiops,truncatus,SE,Gulfport,Harrison,MS,Gulf of Mexico,on the rocks ~888ft south of Courthouse Ave & Beach Blvd intersection,30.37606,actual,-89.04391,actual,,CBD,C,C,C,N,,N,Y,5/29/2019,2019,MAY,29,Beach or Land,Moderate Decomposition,5/29/2019,2019,MAY,29,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,ADULT,252,cm,actual,220,kg,estimate,Y,Y,,,,,,,Y,limited,fresh,5/29/2019
SE-2018-1208493,"Dolphin, bottlenose",Tursiops,truncatus,SE,Marco Island,Collier,FL,Gulf of Mexico,6.63 Km NW of 601 La Peninsula Blvd,26.002867,actual,-81.797567,actual,,CBD,C,C,C,N,,N,CBD,11/25/2018,2018,NOV,25,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,214,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2018-1208493,"Dolphin, bottlenose",Tursiops,truncatus,SE,Marco Island,Collier,FL,Gulf of Mexico,6.63 Km NW of 601 La Peninsula Blvd,26.002867,actual,-81.797567,actual,,CBD,C,C,C,N,,N,CBD,11/25/2018,2018,NOV,25,Floating,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,214,cm,estimate,,,,Y,Y,,,,,,,N,,,
SE-2019-1208470,"Dolphin, bottlenose",Tursiops,truncatus,SE,Waveland,Hancock,MS,Gulf of Mexico,~20yds NE from Oak Blvd. Pier,30.272986,estimate,-89.37632,estimate,,CBD,C,C,C,N,,N,CBD,2/7/2019,2019,FEB,7,Beach or Land,Moderate Decomposition,2/8/2019,2019,FEB,8,Moderate Decomposition,,,,,,,,,,,,,,,,MALE,PUP/CALF,91.7,cm,actual,8.1,kg,actual,Y,,,,,,,Y,Y,limited,fresh,2/8/2019
